dataset,column,count,mean,std,min,5%,25%,50%,75%,95%,max,skew
prediction_2025,api_goals_total_per90,2057.0,0.12395187165775402,0.2665040591408829,0.0,0.0,0.0,0.045,0.175,0.4931999999999998,9.0,18.790942420164317
prediction_2025,api_goals_assists_per90,2057.0,0.08540447253281477,0.23399095965822403,0.0,0.0,0.0,0.035,0.123,0.2951999999999998,9.0,27.548166372126598
prediction_2025,api_shots_total_per90,2057.0,0.8740418084589208,0.8327715628416125,0.0,0.0,0.281,0.65,1.315,2.394399999999998,9.0,1.8814041314829357
prediction_2025,api_shots_on_per90,2057.0,0.4037967914438502,0.4940617690566602,0.0,0.0,0.05,0.258,0.603,1.2655999999999994,9.0,4.345544989772103
prediction_2025,api_passes_key_per90,2057.0,0.8607637335926105,0.815297866116088,0.0,0.0,0.278,0.724,1.26,2.1787999999999976,11.25,3.1951082302399687
prediction_2025,api_tackles_total_per90,2057.0,1.4927899854156539,1.1590433625122514,0.0,0.0,0.836,1.417,2.006,3.1097999999999995,16.364,3.6994026287737687
prediction_2025,api_duels_won_per90,2057.0,4.684833252309189,4.881865301290515,0.0,0.455,3.486,4.483,5.649,7.906799999999999,180.0,25.336326880123224
prediction_2025,api_cards_yellow_per90,2057.0,0.1887277588721439,0.2317534178083263,0.0,0.0,0.045,0.151,0.263,0.4899999999999991,4.091,6.194022894927156
prediction_2025,api_cards_red_per90,2057.0,0.014306757413709287,0.12025202020693135,0.0,0.0,0.0,0.0,0.0,0.063,4.091,23.954724503075784
prediction_2025,api_height,2057.0,183.099173553719,6.657978764104698,163.0,172.0,178.0,183.0,188.0,194.0,205.0,-0.11888484157132725
prediction_2025,api_weight,2057.0,75.78317938745747,7.273536129306157,53.0,64.0,70.0,75.0,81.0,88.0,99.0,0.13799459460602484
prediction_2025,understat_season,2057.0,2526.0,0.0,2526.0,2526.0,2526.0,2526.0,2526.0,2526.0,2526.0,0.0
prediction_2025,understat_league_id,2057.0,2.909090909090909,1.3986513793414896,1.0,1.0,2.0,3.0,4.0,5.0,5.0,0.08211071795726306
prediction_2025,understat_season_id,2057.0,2025.0,0.0,2025.0,2025.0,2025.0,2025.0,2025.0,2025.0,2025.0,0.0
